material_id,predict_Band_gap_HSE
mvc-12218,1.930737725
mp-1018098,2.171547368
mp-1026349,1.729080331
mp-1076570,2.139326344
mp-1079577,1.927202191
mp-1100664,1.783817375
mp-1113437,1.980599106
mp-1173611,2.144956103
mp-1174506,2.504482728
mp-1175441,2.626183306
mp-1177634,2.293501858
mp-1179094,2.572446744
mp-1179724,2.857745092
mp-1194995,2.694532006
mp-1208572,2.082460447
mp-1208869,1.902852981
mp-1216482,2.506572942
mp-1219236,1.778686739
mp-1228408,2.030048211
mp-1228411,2.591220689
mp-1228561,2.989029659
mp-1232303,2.015236394
mp-1302787,1.837404711
mp-1662795,2.163212575
mp-17707,1.710055761
mp-28965,2.30989195
mp-29060,2.3654069
mp-29573,2.683430158
mp-29576,1.752653356
mp-2961,2.047469358
mp-31303,2.245842349
mp-3496,2.725332711
mp-510417,2.450538017
mp-556365,2.996768808
mp-557200,1.996974761
mp-557832,2.936746267
mp-560411,2.549355928
mp-567148,2.078029867
mp-571436,2.655833172
mp-580941,2.456825597
mp-675475,2.503933531
mp-677075,2.264322683
mp-686747,2.9737362
mp-698375,2.779351306
mp-705744,2.206493064
mp-753079,2.579817156
mp-754290,2.700933789
mp-754728,2.461871539
mp-757736,1.775612267
mp-758605,2.308332022
mp-759105,2.102607297
mp-759124,2.336093742
mp-759718,2.180744919
mp-761045,2.410203861
mp-768406,2.354833822
mp-768606,2.443279706
mp-771701,2.945804214
mp-775798,2.811024206
mp-780146,2.542955358
mp-780169,2.130402056
mp-780787,2.733217772
mp-850855,1.763230697
mp-850944,2.192158592
mp-863382,2.442582014
mp-867662,2.813396839
mp-9745,2.436188806
mp-984107,2.827387414
mvc-12279,2.769081603
mvc-14986,2.165623642
mvc-15048,2.5538175
mvc-2949,2.835379217
mvc-4445,2.098973994
mp-1037549,1.724378518
mp-1038308,2.431778978
mp-1104707,1.90609245
mp-1114569,2.088632633
mp-1173919,2.45400945
mp-1175245,1.846788942
mp-1175603,2.284046133
mp-1175877,2.963049169
mp-1176421,1.825825039
mp-1177387,2.556820783
mp-1177488,2.158486919
mp-1180228,2.102768739
mp-1181396,2.811069672
mp-1182846,1.703421251
mp-1194809,2.127409992
mp-1197402,1.846433967
mp-1202195,1.83838135
mp-1212087,2.249411319
mp-1217030,2.446312989
mp-1217348,2.420455453
mp-1220690,1.925382556
mp-1222063,2.298291892
mp-1227767,2.295329306
mp-1245488,2.661504803
mp-1246046,2.44000735
mp-1456,2.514550625
mp-17830,2.156609619
mp-1853,2.669347619
mp-23195,2.519214806
mp-28419,2.832745975
mp-28734,1.954281606
mp-28913,1.932430272
mp-28967,1.719822631
mp-31218,2.234624297
mp-505342,1.993737044
mp-552676,2.055845278
mp-555833,2.925143374
mp-556742,2.949613281
mp-607436,2.957873828
mp-608439,1.982715958
mp-753426,2.234185197
mp-754178,2.342258853
mp-754564,2.380086833
mp-755039,2.063302886
mp-755301,2.118853983
mp-756092,2.453657614
mp-757971,2.030663628
mp-758608,2.134141836
mp-759427,2.425535367
mp-765010,2.499092589
mp-766222,2.82793285
mp-766498,2.994943494
mp-768475,2.379866892
mp-770423,2.710952781
mp-770861,2.159021667
mp-772322,1.704705078
mp-774305,1.722679772
mp-778675,2.648166914
mp-779348,2.123094083
mp-8235,1.982477956
mp-863869,1.727444031
mp-9322,2.087099494
mp-971684,2.532821564
mvc-14989,2.712310531
mvc-3872,2.175517489
mvc-5359,2.8036964
mvc-6057,2.9314689
mvc-8343,2.302190064
mvc-9865,2.428709228
mp-1038039,2.763613342
mp-1078743,1.829976258
mp-1104182,2.544664178
mp-1105917,1.900223239
mp-1173882,2.161623086
mp-1175684,2.950171756
mp-1177108,2.674971939
mp-1178446,2.217804725
mp-1181370,1.720760331
mp-1184859,2.179898592
mp-1189092,2.584378586
mp-1192588,1.714995225
mp-1193774,1.873271756
mp-1193903,2.804037294
mp-1195550,2.563481622
mp-1197620,2.421484264
mp-1198176,2.993539872
mp-1203701,2.393127575
mp-1205610,1.713317356
mp-1207722,2.343271647
mp-1211754,2.853566828
mp-1223466,2.836093056
mp-1245012,1.902576597
mp-1245078,2.125160814
mp-1245125,2.372505894
mp-1286813,2.693868975
mp-1306735,2.092503361
mp-1318483,1.896037394
mp-14304,2.99142855
mp-15147,2.085105547
mp-1648171,1.848338911
mp-22978,2.390760178
mp-23370,2.930390617
mp-27753,2.231001712
mp-28002,2.506350822
mp-510370,2.098266996
mp-541289,2.477956158
mp-556782,2.097607314
mp-674373,2.916990247
mp-752561,2.997148439
mp-752832,2.843944533
mp-753328,1.897830269
mp-756638,2.171197647
mp-759652,1.790209306
mp-761225,2.969617264
mp-766466,2.666602739
mp-767952,2.363016661
mp-773422,1.976798314
mp-774457,2.823547361
mp-776358,2.008281539
mp-779903,1.772603939
mp-780516,2.422165
mp-781710,2.446296925
mp-781753,2.896127858
mp-8175,1.961958642
mp-863292,1.948735394
mvc-1474,1.980479033
mvc-5024,2.735460511
mvc-98,1.726451853
mp-1018656,2.564921025
mp-1080281,1.905200369
mp-1084851,1.709270772
mp-10918,2.918905053
mp-1111915,2.245696547
mp-1113578,2.055193217
mp-1174423,2.915892336
mp-1174741,1.912089661
mp-1175148,1.959195236
mp-1175812,2.827468983
mp-1192856,2.243565634
mp-1196898,2.98472105
mp-1198778,2.247908708
mp-1202278,2.757630411
mp-1213002,1.956466106
mp-1224154,2.968547336
mp-1224288,2.417597453
mp-1226191,1.886628639
mp-1227239,1.9808897
mp-1246253,2.704269075
mp-12487,2.287585231
mp-1647689,1.717735381
mp-18870,2.496482083
mp-18883,2.6787082
mp-21974,2.956121622
mp-22524,2.916070197
mp-27343,1.865285378
mp-32669,2.309614133
mp-33363,2.835637314
mp-532604,2.108568058
mp-541353,1.776043139
mp-553903,2.733964928
mp-555354,2.350671575
mp-556373,2.869695544
mp-561527,2.853276756
mp-626182,2.778304911
mp-691,2.1239795
mp-753963,2.989211156
mp-757004,2.983599225
mp-758397,2.981072131
mp-759400,2.863653853
mp-761205,2.835470108
mp-763965,2.661243783
mp-766275,2.708112428
mp-769355,2.734425397
mp-774512,2.856709508
mp-776005,2.159268367
mp-776488,2.057981789
mp-776849,2.186496372
mp-778669,2.460503111
mp-850251,2.999123017
mp-867678,2.464987517
mp-998929,2.982671836
mvc-11086,2.436275575
mvc-7981,2.6661366
mvc-9663,2.353533936
mp-1080291,1.704953683
mp-1094066,2.127962194
mp-1104062,2.662250889
mp-1112140,2.995372867
mp-1173910,2.250039878
mp-1173984,2.242258531
mp-1174248,1.985964064
mp-1174466,1.791678906
mp-1182767,2.763255089
mp-1183302,1.915848961
mp-1191476,2.968533328
mp-1198142,2.97241595
mp-1199575,1.856869728
mp-1211788,1.915924144
mp-1211986,2.930788542
mp-1214595,2.842427892
mp-1216083,2.345217561
mp-1218746,2.766277397
mp-1219162,1.897136686
mp-1220489,2.986053283
mp-1222297,2.827057339
mp-1228582,1.832908394
mp-1237196,2.151357318
mp-1244906,2.914372767
mp-1261307,2.624593128
mp-1287641,2.280519828
mp-1299461,1.704701583
mp-1302632,2.211409069
mp-1316890,1.887229794
mp-15501,2.016737506
mp-19385,2.582065294
mp-20025,2.08754635
mp-21823,1.724817419
mp-23476,2.739323414
mp-25316,2.168416589
mp-28791,2.504179828
mp-29168,2.910506814
mp-29244,1.891271539
mp-36791,2.773160564
mp-5146,2.824685711
mp-541090,2.536370553
mp-556048,2.659277103
mp-560453,2.328879744
mp-561258,2.935560125
mp-562412,2.275009256
mp-674328,2.262717247
mp-676329,2.450263919
mp-676763,2.2786961
mp-696812,2.630939969
mp-706241,2.711819764
mp-707874,2.457189406
mp-721604,2.168122272
mp-735521,2.869980817
