material_id,predict_Band_gap_HSE
mp-504423,1.899371961
mp-510471,1.789014275
mp-553948,2.440179339
mp-559227,2.802253472
mp-560907,2.996334792
mp-561299,2.619732564
mp-566717,2.641219772
mp-579556,2.064522886
mp-676712,2.320202042
mp-722906,2.102253575
mp-753404,2.078861333
mp-756342,2.703345686
mp-756569,1.961595892
mp-757109,2.146370186
mp-758880,1.862830669
mp-763255,2.641683786
mp-764723,2.474689011
mp-765701,2.571631694
mp-780125,2.760206475
mp-781049,2.556351617
mp-867639,2.817004156
mp-9798,1.805557114
mvc-1467,2.709494569
mvc-15525,1.788741267
mvc-15895,1.81211925
mvc-364,1.763170967
mvc-6290,1.823060578
mp-10163,2.500672206
mp-1028414,2.215693684
mp-10627,2.853334339
mp-1094025,1.726280875
mp-1096920,1.720749694
mp-1105728,2.047231197
mp-1111513,2.825043078
mp-1113577,2.375894744
mp-1176196,1.774636825
mp-1177411,1.713806131
mp-1178262,2.390887239
mp-1185757,2.063232236
mp-1189914,2.662003767
mp-1198156,2.317761072
mp-1211610,2.044068881
mp-1218575,1.762832389
mp-1218641,2.865821367
mp-1219427,1.72348755
mp-1219481,2.809702081
mp-1221033,2.239359464
mp-1222667,2.626026981
mp-1225160,2.310494306
mp-1225864,2.901918842
mp-1226180,2.301481231
mp-1245388,2.06683945
mp-1272911,2.78041875
mp-1290512,2.170226464
mp-1293819,2.201497036
mp-1307172,2.048359303
mp-1313679,2.345896386
mp-16403,1.954636903
mp-1647692,1.977570706
mp-17146,2.905366294
mp-17172,2.112350361
mp-18710,2.236320212
mp-20316,2.444858692
mp-26956,2.777759064
mp-26986,1.811701019
mp-31960,2.823663064
mp-557029,2.347601956
mp-557171,2.580956158
mp-560013,2.551695586
mp-565843,1.846257039
mp-569854,2.456868817
mp-606510,1.951758022
mp-715482,2.428988825
mp-7211,2.156853517
mp-752534,2.618345975
mp-754012,2.312321689
mp-755198,2.758897867
mp-755490,2.058350378
mp-756882,2.183651392
mp-757171,1.953611658
mp-757726,2.096551342
mp-764058,2.696920183
mp-764086,2.710741997
mp-764233,2.1519452
mp-766011,2.375162503
mp-7664,2.738865369
mp-768612,2.575419858
mp-769458,1.897054857
mp-770209,1.879959236
mp-770953,2.823862311
mp-773650,1.716434431
mp-774798,1.751246564
mp-776397,2.957297403
mp-850788,2.365902325
mp-863394,2.602397272
mvc-3999,2.328384439
mvc-5096,2.470252283
mvc-5331,2.389976944
mvc-9168,1.981385425
mp-1022733,2.747641128
mp-10834,1.819793956
mp-1101237,1.809839361
mp-1112213,2.921571956
mp-1173961,1.892412594
mp-1174246,1.980254078
mp-1176305,1.783091194
mp-1177290,2.372822203
mp-1186980,1.874564681
mp-1195429,1.909964119
mp-1197968,2.528405169
mp-1198002,2.525025544
mp-1200678,2.85395995
mp-1204059,2.554152783
mp-1208047,2.254058331
mp-1208922,2.634533836
mp-1216751,2.872097483
mp-1223304,2.232335442
mp-1228751,1.852514792
mp-1232082,2.67207
mp-1245035,2.205944853
mp-1246879,2.359290172
mp-1246899,1.879129122
mp-1258020,1.904722547
mp-1273834,2.108834539
mp-1311895,2.136514936
mp-13206,2.195035308
mp-13803,1.827374497
mp-15797,2.650242186
mp-19407,2.469987317
mp-22006,2.927471953
mp-22630,2.566390211
mp-26372,2.810560858
mp-34493,2.611859019
mp-37923,2.449450494
mp-504704,2.190377931
mp-542079,2.278204937
mp-551826,2.148237114
mp-554075,2.977503286
mp-555977,2.734952161
mp-558121,2.440367811
mp-568661,1.994435903
mp-667366,2.633610881
mp-669377,2.822031697
mp-677725,2.730444392
mp-714883,2.511021639
mp-721172,2.112988722
mp-753039,1.750282769
mp-753247,2.756102992
mp-755217,2.845701756
mp-755290,1.899106522
mp-758326,1.899644758
mp-759619,2.165713536
mp-759829,2.702286864
mp-760888,2.768587281
mp-764836,1.931572111
mp-765739,1.849350739
mp-772568,2.847578917
mp-772659,2.135424647
mp-775187,2.315480264
mp-776420,2.465012531
mp-778667,2.824135956
mp-8972,2.8764937
mp-9003,2.466252294
mp-989524,2.154731872
mp-989552,2.236527594
mp-9946,2.993157425
mp-997041,2.173259558
mvc-10212,1.751805872
mvc-6491,2.426099856
mvc-9017,1.762153144
mp-1029799,2.107458069
mp-1038513,1.752433847
mp-1080272,1.750435375
mp-1094031,1.810520419
mp-1100499,2.156762372
mp-1111578,2.951833067
mp-1113310,1.793368022
mp-1113531,2.986326358
mp-1114155,2.145959555
mp-1174363,1.853139581
mp-1201961,1.716237978
mp-1203743,2.423897994
mp-1212971,2.058590472
mp-1217761,2.208910428
mp-1220798,1.958546131
mp-1224211,2.504454972
mp-1224914,2.176118322
mp-1237009,2.225865828
mp-1247501,2.099591028
mp-1278230,1.796604389
mp-1287710,2.281827917
mp-1292604,1.829689594
mp-1306771,1.738620464
mp-1311907,1.986275994
mp-15500,2.124286369
mp-1569694,2.31926765
mp-1641408,2.037483289
mp-17186,2.045006444
mp-18746,2.600914211
mp-18795,2.170361756
mp-19431,2.679003786
mp-2310,2.818127547
mp-2552,2.820297411
mp-3538,2.305235933
mp-510018,1.969686594
mp-553000,2.044492589
mp-555954,2.659874561
mp-557381,1.933667131
mp-604889,2.363589975
mp-622199,2.025576969
mp-649878,1.705321422
mp-674537,2.721020625
mp-675832,2.067008239
mp-676128,2.196143556
mp-680400,2.515025139
mp-715923,2.238563258
mp-720299,2.458469369
mp-752707,2.825717767
mp-753040,2.271953917
mp-755738,2.737593314
mp-756609,1.788996119
mp-759385,2.575879256
mp-761158,2.990608136
mp-761282,2.436889892
mp-763535,2.410665553
mp-764057,2.750203114
mp-767054,2.082563783
mp-768841,2.198731914
mp-775844,2.602979319
mp-777838,2.517349089
mp-780699,2.450173014
mp-997106,1.988906431
mp-999488,2.784842919
mvc-12111,2.672913119
mvc-1332,2.174006894
mvc-5643,1.819203144
mvc-7733,1.904125433
mvc-9487,1.877858767
mp-1033747,2.147691692
mp-1095618,2.592855456
mp-1096668,2.174414417
mp-1114294,2.144139522
mp-1174052,2.240544367
mp-1174348,1.814115314
mp-1175307,1.804685503
mp-1178447,2.006604697
mp-1179680,1.979896769
mp-1181787,2.115817697
mp-1197428,1.907099572
mp-1206047,1.919330356
mp-1225856,2.803602736
mp-1229167,1.811056056
mp-1244504,2.706484819
mp-1286090,1.810080411
mp-1309784,1.878623483
mp-1317688,2.196597339
mp-1662167,2.086886603
mp-17192,1.952571078
mp-18411,2.938900114
mp-19216,2.716192878
mp-22876,2.928131069
mp-28568,2.462510714
mp-3582,1.893872422
mp-3593,2.628144442
mp-510462,2.070225161
mp-554005,1.942429831
mp-554007,2.836254953
mp-558320,1.864937919
mp-569193,2.322072789
mp-573376,1.886896294
mp-622640,2.008898756
mp-632724,2.463560908
mp-645303,2.432892803
mp-649039,2.699365558
mp-676391,2.16257385
mp-752411,2.040104956
mp-752597,2.484307122
mp-752895,2.923274656
mp-753402,1.867920206
mp-756858,2.746256739
mp-757828,1.866395764
mp-761269,2.598987733
mp-766489,2.219170928
mp-773423,2.703512614
mp-849710,2.385685158
mp-850954,1.717160075
mp-978114,2.675132131
mp-997002,2.988397158
mvc-16223,2.834756822
mvc-5883,2.205484981
mvc-6398,1.865205661
mvc-7614,2.004693167
mvc-7942,1.963670994
mvc-9858,1.729885819
mp-1100698,2.318605517
mp-1111135,1.773687769
mp-1114604,1.997653403
mp-1174935,2.658083244
mp-1177168,2.887480219
mp-11824,2.361468331
mp-1190842,2.4914772
mp-1198989,2.061901858
mp-1221840,2.366895489
mp-1224934,2.829727122
mp-1245220,1.958085111
mp-12459,2.023532633
mp-1246514,2.130005025
mp-1254937,1.951136211
mp-1281224,2.325319858
mp-1284600,2.426093
mp-1285067,2.796141206
mp-1302830,2.801130228
mp-1306939,1.971990922
mp-1309267,1.733329622
mp-1573041,2.297430708
mp-1638910,2.204988011
mp-18899,2.775994025
mp-27418,2.656201264
mp-28131,2.316152681
mp-30528,2.310250064
mp-30945,2.775190522
mp-541112,2.875074017
mp-542882,2.583059325
mp-568971,1.805871894
mp-571084,2.479548331
mp-572551,2.976704422
mp-603257,2.611256019
mp-607806,2.331667469
mp-677152,2.377114786
mp-753073,2.239515771
mp-753742,2.6250416
mp-754082,2.463905283
mp-755183,2.76767405
mp-755460,2.637742661
mp-755756,2.201083969
mp-757515,2.277035278
mp-757872,2.248088858
mp-758182,2.928212678
mp-758607,2.053752397
mp-760304,2.134834877
mp-761220,2.495034189
mp-761229,2.874582058
mp-766581,2.837101158
mp-769289,1.800080253
mp-775810,2.178013169
mp-7768,2.274557756
mp-850774,2.364168095
mp-850988,1.957464225
mp-851094,2.307353675
mp-989646,2.6274314
mvc-3803,2.471240433
mvc-6340,2.189813831
mp-1076891,1.841428156
mp-1094109,2.998273758
mp-1103760,2.173156039
mp-1114382,1.713794167
mp-1147563,1.766646011
mp-1176014,2.3149529
mp-1176759,2.827183308
mp-1177280,1.74638845
mp-1180345,1.905425064
mp-1205560,1.874239006
mp-1209936,2.5896682
mp-1210886,2.316298883
mp-1213753,2.646687953
mp-1215632,1.893100844
mp-1216131,2.225594161
mp-1223087,2.452630883
mp-1223516,2.356202444
mp-1225541,2.698058214
mp-1227742,2.159511067
mp-1244920,2.071905536
mp-12457,2.536827853
mp-1250185,2.644006078
mp-1258775,1.893055708
mp-1275686,2.266506717
mp-1306804,2.764507372
mp-1308212,2.089828675
mp-1540145,2.193888292
mp-1566976,2.039423703
mp-18105,2.058559158
mp-19275,2.313667083
mp-19319,2.115986836
mp-26340,2.163024447
mp-27265,2.305739189
mp-28875,1.922185014
mp-504336,2.865508272
mp-546111,2.448396422
mp-559355,2.373975128
mp-567861,2.243754525
mp-568508,2.413937194
mp-582648,1.705024058
mp-694977,2.938460717
mp-704992,2.042831317
mp-753122,2.274978956
mp-755761,1.883562614
mp-756262,2.608817844
mp-756323,2.978918894
mp-759277,1.897844569
mp-765750,2.206219931
mp-766524,2.020140586
mp-771647,1.869477033
mp-775305,2.625717278
mp-778794,2.206688458
mp-780231,2.957196011
mp-849558,2.366938853
mp-867538,2.299733592
mp-9813,2.452789883
mvc-10173,2.884405175
mvc-14376,2.047164214
mvc-5978,2.015570389
mvc-8379,2.639159228
mvc-8793,2.025927931
mp-10621,2.938131719
mp-1111285,1.799884211
mp-1114415,2.613824389
mp-1120804,2.118009878
mp-1174930,2.278157911
mp-1175421,2.342533072
mp-1179626,2.490199181
mp-1189997,2.652365617
mp-1194539,2.872429903
mp-1202986,1.977938306
mp-1210817,2.747791714
mp-1211892,1.83523815
mp-1213501,2.237534692
mp-1216346,2.928338678
mp-1216994,1.818273118
mp-1218429,2.041616514
mp-1239470,2.575290233
mp-1246122,2.176891711
mp-1638858,1.80616025
mp-1647928,2.155725386
mp-16967,2.961199433
mp-18828,2.000980044
mp-35925,2.939335425
mp-530797,2.779499731
mp-555382,2.857864636
mp-559231,2.645897819
mp-561277,2.433799031
mp-567499,2.941821801
mp-567731,1.935274056
mp-636746,2.100997981
mp-647096,1.828488892
mp-752995,1.903131256
mp-755393,2.969096853
mp-756060,2.731619658
mp-756589,2.639345536
mp-756605,2.266918986
mp-758316,2.245843642
mp-758402,1.796074639
mp-759979,2.144525214
mp-770507,2.286479428
mp-770514,2.432889447
mp-776630,2.000331028
mp-777691,2.185423972
mp-778176,2.123703594
mp-867686,2.038350392
mp-980386,1.810895097
mp-1019896,2.277314092
mp-1040460,2.863488189
mp-1077107,2.433214206
mp-1095280,2.962910569
mp-1100505,2.153283431
mp-1101728,2.986254606
mp-1111161,2.428074539
mp-1113342,2.204941886
mp-1173957,1.873769375
mp-1174495,2.031246586
mp-1175169,1.9146287
mp-1175943,1.713616225
mp-1176121,1.788057553
mp-1190698,2.604794536
mp-1194322,2.639496303
mp-1194779,1.898951983
mp-1201167,2.181227726
mp-1204465,1.74316275
mp-1207498,1.803595947
mp-1208112,2.562038542
mp-1208968,1.903564603
mp-1210222,1.867152457
mp-1211231,2.4152813
mp-1211657,2.993177897
mp-1211783,2.681094306
mp-1218462,1.906853439
mp-1218618,2.595142764
mp-1221792,1.837073275
mp-1222094,2.953367686
mp-1222269,1.706007939
mp-1228382,2.863651889
mp-1316820,1.862415917
mp-1572581,1.70802705
mp-27880,1.711652092
mp-29857,1.738657503
mp-30022,2.705844317
mp-30141,2.512305403
mp-505366,2.966686419
mp-510344,2.9614417
mp-540615,1.835534781
mp-545552,2.459610914
mp-551407,2.8873965
mp-554492,2.990004331
mp-555835,1.728786717
mp-557685,2.037311106
mp-560796,1.914525797
mp-567836,2.564739444
mp-569008,2.787949464
mp-581641,2.418935256
mp-649186,2.153721833
mp-674339,1.952334139
mp-735701,2.744563183
mp-744862,2.941609778
mp-752814,2.308877542
mp-753850,1.787818508
mp-754287,2.641564719
mp-754315,2.395742772
mp-756041,2.732952239
mp-758409,2.089128681
mp-758446,2.3669881
mp-759177,2.309272761
mp-760908,1.997912322
mp-762439,1.839328172
mp-767219,1.726769922
mp-770370,2.118327822
mp-773018,2.172121986
mp-867576,2.126237581
mp-997618,1.73753655
mvc-9216,1.827090358
mp-1024049,2.329089125
mp-1077595,2.444743786
mp-1095493,1.741723964
mp-1100653,2.19897575
mp-1103889,1.888658286
mp-1114287,2.124741119
mp-1173926,2.196930253
mp-1174200,2.059010308
mp-1175199,1.930841586
mp-1179003,2.364326567
mp-1190879,1.723839481
mp-1193947,2.715489542
mp-1195398,2.478550278
mp-1197812,2.906937994
mp-1201452,2.959491011
mp-1204730,2.030721025
mp-1206466,2.910304306
mp-1207192,2.969747911
mp-1214705,2.659868256
mp-1215114,2.238289178
mp-1220973,2.166513814
mp-1222057,2.527022392
mp-1223219,2.224004308
mp-1224105,2.499098672
mp-1227892,2.355768303
mp-1228027,2.111137428
mp-1232064,1.802534828
mp-1245301,1.822489714
mp-1246131,2.063434456
mp-12492,2.285851581
mp-1645145,2.327054236
mp-1648754,2.235952861
mp-17972,2.509144144
mp-19970,2.901022114
mp-27834,2.876177994
mp-553970,2.808223214
mp-558475,2.397916842
mp-559927,2.128823897
mp-568762,2.814867261
mp-626495,2.995975422
mp-676813,2.608093186
mp-755327,2.228792406
mp-756206,2.899048469
mp-758686,1.810977517
mp-760238,2.5354893
mp-763206,2.356986086
mp-764754,2.138816803
mp-767779,2.328980708
mp-768093,2.420881856
mp-772854,2.251020422
mp-774582,2.778206439
mp-777342,2.424481803
mp-779432,1.793400344
mp-781609,2.993066772
mp-849381,1.777645317
mp-9845,1.977847069
mp-989591,2.492003789
mvc-12763,1.961340078
mvc-5088,2.3666954
mvc-7968,2.834918436
mp-1016820,2.305456125
mp-1037511,2.029953583
mp-1079447,2.068234386
mp-1080747,2.225066181
mp-1101818,2.452495936
mp-1111586,2.411324489
mp-1147718,1.867860417
mp-1174720,1.726792411
mp-1180529,2.585908414
mp-1181535,2.177026039
mp-1198687,1.918727206
mp-1199595,2.000795847
mp-1199694,2.091594833
mp-1206514,2.1705614
mp-1208663,2.114702444
mp-1210977,2.222880414
mp-1211761,2.100530558
mp-1211824,1.927825268
mp-1214130,1.720208467
mp-1222714,1.80353105
mp-1223013,1.707593022
mp-1226881,2.44489875
mp-1247524,2.196971019
mp-1247608,1.899755094
mp-1250648,2.665659808
mp-20352,2.089571006
mp-21125,1.748884625
mp-23040,2.677536808
mp-543031,2.92930325
mp-559532,2.298141364
mp-635393,2.443603122
mp-638022,2.114254728
mp-650695,2.937856947
mp-667389,2.693440239
mp-676693,2.234216964
mp-697742,2.172423139
mp-753061,1.909342036
mp-753988,2.370758669
mp-754557,1.933422581
mp-755077,2.203345478
mp-755668,1.890493238
mp-755939,1.763426292
mp-756780,1.926107289
mp-759432,2.258375086
mp-760789,2.587041606
mp-761226,2.739431453
mp-762258,2.903578603
mp-767775,2.673486019
mp-769485,2.320146711
mp-771566,2.452018331
mp-776753,2.726656867
mp-867590,2.653885092
mp-8975,2.322443878
mvc-2085,2.899407192
mvc-4146,1.898624497
mp-1023954,2.142755525
mp-1027645,1.936871958
mp-1079878,2.012181967
mp-1080313,1.718839756
mp-1105622,1.940103286
mp-1112116,2.491688058
mp-1113723,1.900814811
mp-1174951,2.246877997
mp-1175411,2.55873155
mp-1175846,2.333479186
mp-1177489,2.552725358
mp-1178138,1.793843606
mp-1179261,1.868995786
mp-1182535,2.502865978
mp-1192137,2.22123935
mp-1196009,1.849082614
mp-1196782,2.934855603
mp-1208330,1.886455631
mp-1209453,2.069358933
mp-1210355,1.930713481
mp-1213116,1.886332022
mp-1214414,2.329771761
mp-1219164,2.054302578
mp-1220998,2.696567728
mp-1222236,2.398037867
mp-1244965,2.911967553
mp-1244972,2.013903847
mp-1245022,2.022399575
mp-1262038,2.017376817
mp-1276026,2.309306272
mp-1309882,2.154932369
mp-1314856,2.022131264
mp-1362694,1.767566867
mp-15795,2.555340094
mp-18664,2.599295747
mp-19093,2.689916214
mp-19228,2.834110142
mp-21461,2.526647967
mp-22774,2.168356508
mp-2447,2.705272572
mp-29613,1.990511731
mp-510080,2.379471975
mp-532027,2.020511539
mp-541129,2.765968544
mp-541164,2.716365617
mp-554843,1.791992989
mp-581173,2.202419711
mp-630866,2.225412281
mp-643735,2.668875956
mp-674421,2.128696169
mp-691076,2.082258783
mp-755368,2.872290142
mp-758967,2.105609136
mp-759123,2.20786735
mp-759980,2.658268356
mp-764715,2.784742142
mp-767065,2.031537667
mp-767403,1.922536683
mp-768527,2.144305808
mp-775787,2.568386864
mp-776806,2.184232117
mp-781050,2.982238628
mp-850211,2.186429472
mvc-14755,2.218543475
mvc-4152,1.837618464
mvc-4662,2.792398144
mvc-9196,2.604846169
mp-1011709,2.671072658
mp-1027525,2.334235214
mp-1037887,1.860017567
mp-1078719,1.8200237
mp-1080031,2.404511775
mp-1101428,2.989154175
mp-1111254,2.096555044
mp-1114358,2.479232717
mp-1114399,2.754729492
mp-1173956,1.830098231
mp-1173979,2.251498078
mp-1175362,2.593769992
mp-1177749,2.301145442
mp-1178431,1.971447037
mp-1202223,2.524948908
mp-1202749,2.115661456
mp-1209286,2.347362558
mp-1214028,2.065618861
mp-1218162,2.936032064
mp-1218437,2.028755114
mp-1221485,1.786789703
mp-1228717,1.747505514
mp-1274913,1.923822386
mp-1295665,1.849716397
mp-15096,2.341583497
mp-1642272,1.954091356
mp-1644435,2.212919014
mp-21792,2.616460108
mp-558588,2.166748156
mp-559722,2.197831931
mp-561173,2.688063064
mp-705314,2.668233
mp-705424,2.270098364
mp-710380,1.988631289
mp-744410,1.976515917
mp-7475,1.812021997
mp-754051,2.151008647
mp-754484,2.272475094
mp-754647,2.828383494
mp-755638,2.117672964
mp-755744,1.871079664
mp-758015,1.717318811
mp-761007,2.175047175
mp-769026,2.744568667
mp-770557,2.040155558
mp-772223,2.843958686
mp-772573,2.484960533
mp-773159,2.188302728
mp-776536,2.273856697
mp-776967,1.71999924
mp-849340,2.190372644
mp-8710,2.667853933
mp-997082,2.752263842
mvc-15235,2.043575889
mvc-2806,2.220925086
mvc-640,2.894450806
mp-1001019,2.034626478
mp-1004373,2.216281039
mp-1008528,2.146545036
mp-1025154,2.773944439
mp-1030520,1.870334031
mp-1039713,2.047129333
mp-1078551,2.197789356
mp-1080614,1.721555278
mp-1095141,2.466291833
mp-1095831,1.873821911
mp-1100266,1.755409022
mp-1100541,2.163460069
mp-1102743,2.957428281
mp-1105614,2.75827515
mp-1112331,2.978635244
mp-1113435,2.747224983
mp-1175416,1.711928375
mp-1175749,1.747056693
mp-1176247,1.789905928
mp-1176540,2.031698294
mp-1180006,2.651043019
mp-1181183,2.011015144
mp-1188316,2.529538839
mp-1192541,1.858022097
mp-1197848,2.013410361
mp-1199990,1.894360253
mp-1202342,2.492019081
mp-1205111,2.4344981
mp-1214168,1.806608253
mp-1214272,1.741261422
mp-1216150,2.627009475
mp-1219495,1.705150083
mp-1223250,2.042054683
mp-1224720,2.092026439
mp-1244546,2.084021194
mp-1244974,1.868267278
mp-1245167,2.652246242
mp-1253719,2.372438772
mp-1296751,2.244999056
mp-1301147,1.733769508
mp-1302629,2.81174875
mp-1313692,2.181594631
mp-14694,2.288789125
mp-15900,2.537969222
mp-1647761,2.090209497
mp-1648494,1.768896572
mp-17698,2.394567217
mp-23456,2.704523661
mp-23477,2.671946689
mp-3075,2.509076125
mp-32906,2.801767828
mp-542642,2.398278636
mp-551706,2.219462081
mp-553918,2.130160122
mp-568333,2.279799972
mp-570000,1.849653894
mp-5970,1.722780894
mp-657543,2.156225381
mp-721034,1.806499067
mp-754078,2.739684339
mp-754473,1.916622864
mp-758697,2.314547856
mp-759044,1.809392664
mp-759800,1.723784658
mp-763246,2.677310431
mp-764571,2.917057217
mp-765706,2.058102183
mp-766414,2.611581256
mp-768672,2.147076542
mp-774155,1.741992356
mp-774360,2.271057158
mp-779882,1.900446966
mp-780178,2.976078417
mp-849507,2.242221236
mvc-424,1.930767886
mvc-700,2.113387403
mvc-8978,2.322877114
mp-1029943,1.969593161
mp-1038562,1.800569306
mp-1100,1.959114781
mp-1101480,2.015760103
mp-1105532,2.338518814
mp-1174743,1.946890217
mp-1175797,1.9106617
mp-1176429,2.036817486
mp-1176627,2.491008628
mp-1177896,1.752728683
mp-1182000,2.398925092
mp-1189790,1.969564261
mp-1195621,1.776034344
mp-1197942,2.348589244
mp-1200943,2.471199369
mp-1205611,2.381739983
mp-1205705,2.410762264
mp-1210088,2.540108669
mp-1213571,1.717314114
mp-1223007,2.593814086
mp-1228606,2.4177549
mp-1239429,2.263647047
mp-1246780,2.073149772
mp-1265277,2.227498297
mp-1279116,1.807352608
mp-16391,1.707148944
mp-22341,2.064587242
mp-22588,2.251730897
mp-23081,2.172013767
mp-28400,1.748097736
mp-29052,2.918815711
mp-29420,2.1742813
mp-505721,2.615787169
mp-532715,2.999407753
mp-554911,2.312626119
mp-556280,2.944457086
mp-560188,2.908165006
mp-560569,2.034776381
mp-563018,2.026189297
mp-622558,2.999693828
mp-652663,2.821400217
mp-676290,2.647458428
mp-684580,2.903458156
mp-706228,2.656236869
mp-706325,2.082672442
mp-707485,1.9991648
mp-708991,2.502939833
mp-756121,1.918301331
mp-758415,1.884749475
mp-759078,2.493421725
mp-764462,2.418890142
mp-768602,2.083826467
mp-770075,2.194002614
mp-867597,2.086737472
mp-867660,2.282093511
mp-989407,2.655367564
mp-9984,2.266435978
mvc-2272,2.776243833
mvc-3160,2.096108417
mvc-3968,2.200218625
mvc-4854,2.269005625
mp-1095731,1.731256322
mp-1101094,2.791442639
mp-1102384,2.913480328
mp-1105100,2.966440728
mp-1112171,1.962747981
mp-1112219,2.180928019
mp-1173331,2.824902178
mp-1174308,2.192068942
mp-1175349,2.164075053
mp-1176577,2.279218981
mp-1178312,1.8390154
mp-1179400,2.280981722
mp-1179676,2.381947122
mp-1188225,2.803464372
mp-1188385,1.854773933
mp-1189318,2.266013006
mp-1191302,2.343598608
mp-1193520,2.287812767
mp-1193606,1.859374244
mp-1201156,1.947396542
mp-1208562,2.205124311
mp-1214024,2.060980742
mp-1215033,2.467060983
mp-1216412,2.456366492
mp-1216585,2.841204933
mp-1222663,2.602635919
mp-1227420,2.022489228
mp-1227641,1.914412231
mp-1229097,2.425960836
mp-12495,2.284566992
mp-1267920,1.976505953
mp-1321068,1.878021975
mp-15548,2.350768387
mp-22076,2.843860961
mp-27031,2.329893117
mp-27920,2.232217361
mp-28437,2.930653144
mp-29427,1.86731125
mp-32594,2.257801424
mp-38117,1.735860525
mp-40286,2.992762864
mp-409,2.319433353
mp-540093,2.070250556
mp-555871,2.475342325
mp-557322,1.81688635
mp-559644,2.896230069
mp-560187,2.030484172
mp-560824,2.166258664
mp-568493,2.681400111
mp-571085,2.978902617
mp-695670,1.932057897
mp-7280,1.963980981
mp-752493,2.396109861
mp-755322,2.717290728
mp-757905,1.7424477
mp-759132,2.168552381
mp-766142,1.971814089
mp-771082,2.924367169
mp-772137,2.934601142
mp-775807,2.758588117
mp-776591,1.709961108
mp-779345,2.244469997
mp-780704,1.941360006
mp-780737,1.836211408
mvc-1323,2.321090703
mvc-2836,2.868902519
mp-1018141,2.397808831
mp-1068320,1.917835969
mp-1080311,1.705026089
mp-1093993,1.873520239
mp-1106311,2.477746247
mp-1113886,2.694027631
mp-1174937,2.281191822
mp-1176087,1.725994233
mp-1181012,2.591793367
mp-1195350,1.8927116
mp-1196912,2.489215389
mp-1198812,2.357776922
mp-1203575,2.262428364
mp-1208951,2.907436836
mp-1218652,1.768772703
mp-1220416,2.029932256
mp-1232310,2.100074147
mp-1245192,2.421560425
mp-1245667,1.888325208
mp-1245709,2.379157147
mp-1246988,2.572527556
mp-1247368,2.179448006
mp-1273989,1.774217139
mp-1640067,2.147484956
mp-1660522,2.353940731
mp-1662022,2.973480583
mp-1664039,2.500937433
mp-1747,2.890255792
mp-27181,2.568207211
mp-28108,1.703918792
mp-3237,2.957148625
mp-34461,2.148468797
mp-37108,2.984621019
mp-3856,2.442964994
mp-38819,2.896431753
mp-542888,2.85998845
mp-553916,2.947353203
mp-581601,2.947353203
mp-554443,2.862417389
mp-557655,1.903171844
mp-559462,2.913824447
mp-562435,2.361363753
mp-562987,1.959612908
mp-570193,2.989487944
mp-571297,2.715468622
mp-583762,1.846635686
mp-676865,2.924830897
mp-680482,2.916273686
mp-752541,2.461392553
mp-752958,2.769205122
mp-753203,2.752337889
mp-753491,2.590976689
mp-753826,1.915392208
mp-754286,2.431284411
mp-755111,2.041339775
mp-756496,2.870993206
mp-756696,2.333433144
mp-757069,2.309287836
mp-759306,1.784178283
mp-760311,2.827170503
mp-760788,2.837195228
mp-764917,2.7921685
mp-765735,2.202679647
mp-766664,2.780015186
mp-768387,2.366128197
mp-769596,2.046491214
mp-770534,2.617166308
mp-774874,1.886837701
mp-777811,1.889920233
mp-779457,2.645504194
mp-8179,1.757200639
mp-849631,2.604378269
mp-867715,2.27055135
mp-9297,2.948554972
mvc-10473,2.1752033
mvc-1347,2.125781631
mp-1071288,2.853326411
mp-1078049,2.862358633
mp-1093727,1.976236372
mp-1095533,2.606585361
mp-1100507,1.712149047
mp-1105354,1.863965342
mp-1113052,1.858049322
mp-1114511,2.155321822
mp-1174730,1.795694281
mp-1175590,2.296807561
mp-1176025,2.301502278
mp-1176412,2.964948833
mp-1176457,1.702476681
mp-1176813,2.939516133
mp-1179822,1.942185197
mp-1181057,1.993256092
mp-1181261,1.717530667
mp-1188095,1.914217989
mp-1189428,2.433190261
mp-1189633,2.057438964
mp-1191406,1.953534369
mp-1194184,2.366398603
mp-1194583,1.967620047
mp-1198382,2.632485575
mp-1206032,1.870173431
mp-1208143,2.976015183
mp-1209837,2.888467817
mp-1211812,2.234386664
mp-1213690,2.556712967
mp-1214259,2.059051178
mp-1216668,2.634441778
mp-1220132,2.406576878
mp-1223088,2.154180544
mp-1224236,2.664800456
mp-1224624,2.663819236
mp-1228638,2.068949669
mp-1245733,2.594222778
mp-1246909,2.310823692
mp-1265617,2.327874517
mp-1316764,2.55827055
mp-1479,2.156155642
mp-16167,1.766057981
mp-1644001,2.199581781
mp-16454,2.248366203
mp-18303,2.045628536
mp-25542,2.931005094
mp-29370,2.648094739
mp-3056,1.751500961
mp-35078,1.919317356
mp-556839,2.995205758
mp-557814,2.384907856
mp-558135,2.523953606
mp-568191,1.903475844
mp-570125,2.718076456
mp-616218,2.274013006
mp-6278,1.888295094
mp-634105,2.823235253
mp-650029,2.591954236
mp-671913,2.298933994
mp-677291,2.679160531
mp-684022,2.085820308
mp-685272,2.669445328
mp-698440,1.989047472
mp-7214,2.424299528
mp-753242,2.095431258
mp-756760,2.280619231
mp-757613,2.10780695
mp-757760,1.947873697
mp-766276,1.917941919
mp-767427,2.390555972
mp-770857,2.418331228
mp-772572,2.1993629
mp-777463,2.613875851
mp-777576,2.203932972
mp-780939,1.919485544
