MPID,BandGap,CBM,VBM,Product
mp-555027,2.997782167,0.008302848205882,-2.989479318794117,CHOOH
mp-1205997,2.892556908,0.0205641682857145,-2.871992739714286,CHOOH
mp-17972,2.509144144,0.1133220719999998,-2.395822072,CHOOH
mp-645663,2.286024719,0.0283456928333336,-2.2576790261666666,CHOOH
mp-1112940,2.966698381,0.0015310086818187,-2.9651673723181817,CHOOH
mp-13595,2.043257833,0.0385519934230771,-2.004705839576923,CHOOH
mp-540940,2.842394078,0.0378637056666661,-2.8045303723333337,CHOOH
mp-1206763,1.965029292,0.0258479793333332,-1.9391813126666675,CHOOH
mp-1102254,2.567536281,0.0925181405000001,-2.4750181405000005,CHOOH
mp-1228258,2.684699972,0.0342018378518522,-2.6504981341481484,CHOOH
mp-756769,2.926875906,0.105437953,-2.821437953,CHOOH
mp-694961,2.403727442,0.0218637210000007,-2.381863721,CHOOH
mp-1207110,2.545521464,0.0574273986666664,-2.488094065333333,CHOOH
